E_q,N_q,U_q
-728,-30017,-5
-870,-30016,-6
-1012,-30014,-4
-1155,-30012,-7
-1297,-30009,3
-1439,-30004,1
-1581,-30000,-2
-1723,-29994,-6
-1866,-29988,5
-2008,-29981,5
-2150,-29973,-6
-2292,-29964,-5
-2434,-29955,-1
-2575,-29945,-4
-2717,-29934,5
-2859,-29922,3
-3001,-29910,-3
-3142,-29897,3
-3284,-29883,-8
-3425,-29869,3
-3567,-29854,0
-3708,-29838,2
-3849,-29821,0
-3990,-29803,3
-4132,-29785,-1
-4273,-29766,-3
-4414,-29746,-3
-4554,-29726,2
-4695,-29705,-1
-4836,-29683,-6
-4976,-29660,5
-5117,-29637,-5
-5257,-29613,0
-5397,-29588,10
-5537,-29562,-1
-5677,-29536,-9
-5817,-29509,4
-5957,-29481,0
-6096,-29452,0
-6235,-29423,4
-6375,-29393,-6
-6514,-29362,-3
-6653,-29331,-5
-6792,-29299,0
-6930,-29266,-4
-7069,-29232,0
-7207,-29198,7
-7346,-29162,4
-7484,-29127,0
-7622,-29090,-8
-7759,-29053,-6
-7897,-29015,7
-8034,-28976,-3
-8171,-28936,-2
-8309,-28896,1
-8445,-28855,-12
-8582,-28814,1
-8719,-28772,-2
-8855,-28728,-5
-8991,-28685,-7
-9127,-28640,-8
-9262,-28595,-4
-9398,-28549,6
-9533,-28503,0
-9668,-28455,0
-9803,-28407,-5
-9938,-28358,1
-10072,-28309,-1
-10206,-28259,0
-10340,-28208,-2
-10474,-28156,-2
-10607,-28104,2
-10741,-28051,-4
-10874,-27998,-1
-11007,-27943,-3
-11139,-27888,4
-11271,-27833,-3
-11403,-27776,-4
-11535,-27719,-9
-11667,-27661,-4
-11798,-27603,4
-11929,-27543,1
-12060,-27484,6
-12190,-27423,3
-12321,-27362,0
-12451,-27300,-5
-12580,-27237,7
-12710,-27174,3
-12839,-27110,3
-12967,-27046,3
-13096,-26980,-1
-13224,-26914,0
-13352,-26848,-4
-13480,-26780,-3
-13607,-26712,-2
-13734,-26644,2
-13861,-26574,3
-13987,-26505,-5
-14113,-26434,7
-14239,-26363,-1
-14365,-26291,-2
-14490,-26218,-8
-14615,-26145,-2
-14739,-26071,4
-14863,-25997,1
-14987,-25921,-3
-15111,-25846,1
-15234,-25769,-1
-15357,-25692,1
-15479,-25614,-2
-15602,-25536,-7
-15723,-25457,-4
-15845,-25377,7
-15966,-25297,-2
-16087,-25216,0
-16207,-25135,2
-16327,-25053,4
-16447,-24970,-1
-16566,-24886,-1
-16685,-24802,-4
-16804,-24718,1
-16922,-24633,4
-17040,-24547,-5
-17157,-24460,2
-17274,-24373,1
-17391,-24285,-2
-17507,-24197,-3
-17623,-24108,-6
-17739,-24019,-2
-17854,-23929,3
-17968,-23838,1
-18083,-23747,5
-18197,-23655,0
-18310,-23563,-9
-18423,-23469,4
-18536,-23376,1
-18648,-23282,3
-18760,-23187,-7
-18871,-23092,-1
-18982,-22996,-2
-19093,-22899,4
-19203,-22802,0
-19313,-22704,-3
-19422,-22606,-7
-19531,-22508,-4
-19639,-22408,0
-19747,-22308,9
-19855,-22208,0
-19962,-22107,4
-20069,-22005,3
-20175,-21903,-8
-20281,-21801,6
-20386,-21698,-1
-20491,-21594,-6
-20595,-21490,1
-20699,-21385,1
-20803,-21280,8
-20906,-21174,-2
-21008,-21068,8
-21111,-20961,-7
-21212,-20853,0
-21313,-20745,5
-21414,-20637,2
-21514,-20528,-3
-21614,-20419,2
-21713,-20309,-1
-21812,-20198,-1
-21910,-20087,-1
-22008,-19976,4
-22105,-19864,4
-22202,-19751,-1
-22298,-19638,-3
-22394,-19525,4
-22489,-19411,2
-22584,-19297,0
-22678,-19182,-1
-22772,-19067,2
-22865,-18951,-5
-22958,-18834,1
-23050,-18718,1
-23142,-18601,-1
-23233,-18483,-5
-23324,-18365,-4
-23414,-18246,4
-23504,-18127,-2
-23593,-18008,1
-23682,-17888,4
-23769,-17767,3
-23857,-17646,2
-23944,-17525,-2
-24031,-17404,8
-24116,-17281,-3
-24202,-17159,1
-24287,-17036,-6
-24371,-16912,-2
-24455,-16789,-5
-24538,-16664,1
-24621,-16540,-5
-24703,-16415,-2
-24784,-16289,-3
-24865,-16163,-11
-24946,-16037,3
-25026,-15910,1
-25105,-15783,-3
-25184,-15656,2
-25262,-15528,2
-25340,-15400,1
-25417,-15271,2
-25493,-15142,6
-25569,-15013,5
-25645,-14883,0
-25719,-14753,-10
-25794,-14623,4
-25867,-14492,-6
-25940,-14361,7
-26013,-14229,-3
-26085,-14097,2
-26156,-13965,-4
-26227,-13832,-9
-26297,-13700,-6
-26367,-13566,-2
-26436,-13433,3
-26504,-13299,-2
-26572,-13164,-2
-26639,-13030,-1
-26706,-12895,-2
-26772,-12760,1
-26837,-12624,-4
-26902,-12488,-3
-26966,-12352,-9
-27030,-12216,1
-27093,-12079,-3
-27155,-11942,7
-27217,-11805,4
-27278,-11667,-1
-27339,-11529,-7
-27399,-11391,-7
-27458,-11252,-2
-27517,-11114,0
-27575,-10974,2
-27633,-10835,9
-27690,-10695,-1
-27746,-10556,7
-27801,-10416,-1
-27856,-10275,9
-27911,-10134,-4
-27965,-9994,0
-28018,-9852,-3
-28070,-9711,2
-28122,-9569,1
-28174,-9428,3
-28224,-9286,2
-28274,-9143,-9
-28324,-9001,0
-28372,-8858,-2
-28421,-8715,-4
-28468,-8572,-4
-28515,-8428,1
-28561,-8285,-2
-28607,-8141,2
-28652,-7997,3
-28696,-7853,-3
-28739,-7708,3
-28783,-7564,-9
-28825,-7419,-2
-28867,-7274,1
-28908,-7129,-8
-28948,-6984,-4
-28988,-6838,5
-29027,-6693,3
-29066,-6547,-4
-29103,-6401,-1
-29141,-6255,-6
-29177,-6109,2
-29213,-5962,-2
-29248,-5816,3
-29283,-5669,3
-29317,-5522,0
-29350,-5375,1
-29383,-5228,-2
-29415,-5081,-1
-29446,-4933,0
-29477,-4786,2
-29507,-4638,-4
-29536,-4491,-4
-29565,-4343,0
-29592,-4195,1
-29620,-4047,-3
-29647,-3899,-3
-29673,-3751,-3
-29698,-3602,-2
-29723,-3454,12
-29747,-3305,-1
-29770,-3157,-11
-29793,-3008,2
-29815,-2859,2
-29836,-2711,4
-29857,-2562,-6
-29877,-2413,-4
-29896,-2264,2
-29915,-2115,0
-29933,-1966,7
-29950,-1817,4
-29967,-1668,0
-29983,-1519,0
-29998,-1370,-3
-30013,-1220,4
-30027,-1071,-7
-30040,-922,0
-30053,-772,0
-30065,-623,-3
-30076,-474,-2
-30087,-324,0
-30097,-175,5
-30106,-26,0
-30115,124,-2
-30123,273,-3
-30130,422,-6
-30137,572,-3
-30142,721,3
-30148,870,-5
-30152,1019,-4
-30156,1169,-2
-30159,1318,-1
-30162,1467,-4
-30164,1616,-2
-30165,1765,6
-30166,1914,-3
-30166,2063,7
-30165,2212,11
-30163,2361,3
-30161,2510,8
-30158,2658,-2
-30155,2807,10
-30151,2955,4
-30146,3104,-1
-30140,3253,1
-30134,3401,-6
-30127,3549,6
-30120,3697,5
-30111,3845,-1
-30102,3993,5
-30093,4141,-11
-30083,4289,-3
-30072,4436,-1
-30060,4584,-6
-30048,4731,-1
-30035,4879,-3
-30021,5026,7
-30007,5173,-6
-29992,5320,1
-29976,5466,0
-29960,5613,0
-29943,5759,1
-29926,5906,3
-29907,6052,-1
-29888,6198,-3
-29869,6344,4
-29848,6489,-3
-29827,6635,-2
-29806,6780,-9
-29783,6925,-3
-29760,7070,-4
-29737,7215,3
-29713,7360,-5
-29688,7504,7
-29662,7649,2
-29636,7793,1
-29609,7937,-1
-29581,8080,1
-29553,8224,-4
-29524,8367,-1
-29494,8510,4
-29464,8653,-2
-29433,8795,1
-29402,8938,1
-29369,9080,-2
-29336,9222,-7
-29303,9364,0
-29269,9505,1
-29234,9646,0
-29198,9787,-3
-29162,9928,-6
-29125,10068,2
-29088,10209,2
-29050,10349,3
-29011,10488,2
-28972,10628,5
-28932,10767,0
-28891,10905,-3
-28850,11044,-9
-28808,11183,3
-28765,11321,-2
-28722,11458,-3
-28678,11596,-1
-28633,11733,-6
-28588,11870,1
-28542,12006,-2
-28496,12143,-6
-28449,12278,5
-28401,12414,-9
-28353,12550,6
-28303,12684,-3
-28254,12819,-4
-28204,12953,5
-28153,13088,0
-28101,13221,-2
-28049,13355,4
-27996,13488,-4
-27943,13620,-1
-27889,13753,-2
-27834,13885,4
-27779,14016,-2
-27723,14148,-3
-27666,14279,-5
-27609,14409,-4
-27551,14539,-4
-27493,14669,0
-27434,14799,-1
-27375,14928,1
-27314,15057,-1
-27253,15185,1
-27192,15313,-13
-27130,15441,-6
-27067,15568,-5
-27004,15695,-8
-26940,15821,-7
-26876,15947,-6
-26811,16072,-6
-26745,16198,0
-26679,16323,0
-26612,16447,3
-26545,16571,1
-26476,16694,-5
-26408,16817,-7
-26339,16940,-5
-26269,17062,1
-26199,17184,-7
-26127,17306,1
-26056,17427,-1
-25984,17547,7
-25911,17667,-4
-25838,17787,0
-25764,17906,4
-25689,18025,1
-25614,18143,2
-25539,18261,-1
-25463,18378,-8
-25386,18495,0
-25309,18612,0
-25231,18728,4
-25152,18843,6
-25073,18958,0
-24994,19073,3
-24914,19187,-7
-24833,19300,-6
-24752,19413,-8
-24670,19526,0
-24588,19638,6
-24505,19750,-5
-24421,19861,1
-24337,19971,3
-24253,20082,1
-24168,20191,0
-24082,20300,-7
-23996,20409,-1
-23909,20517,-1
-23822,20624,-10
-23734,20732,-1
-23646,20838,-4
-23557,20944,-3
-23468,21050,4
-23378,21154,-3
-23288,21259,1
-23197,21363,-4
-23106,21466,0
-23014,21569,3
-22921,21671,-3
-22828,21773,1
-22735,21874,1
-22641,21975,-1
-22546,22075,-6
-22451,22174,-2
-22356,22273,-7
-22260,22372,-7
-22164,22469,1
-22067,22567,-1
-21969,22663,3
-21871,22759,-2
-21773,22855,2
-21674,22950,2
-21575,23044,-1
-21475,23138,-1
-21374,23231,1
-21273,23324,-3
-21172,23416,-10
-21070,23507,-2
-20968,23598,-2
-20865,23689,-5
-20762,23778,3
-20659,23867,8
-20554,23956,1
-20450,24044,2
-20345,24131,-7
-20239,24218,1
-20133,24304,0
-20027,24389,-2
-19920,24474,-3
-19813,24558,-2
-19705,24642,-5
-19597,24725,0
-19489,24807,2
-19380,24889,-6
-19270,24970,9
-19160,25050,-7
-19050,25130,-2
-18939,25210,6
-18828,25288,-2
-18716,25366,-3
-18604,25443,3
-18492,25520,3
-18379,25596,-3
-18266,25672,-1
-18152,25746,4
-18038,25820,-7
-17924,25894,-1
-17809,25967,-6
-17694,26039,-4
-17578,26110,0
-17462,26181,-2
-17346,26251,-4
-17229,26321,2
-17112,26390,-5
-16994,26458,-2
-16876,26525,3
-16758,26592,-2
-16639,26658,-1
-16520,26724,-2
-16401,26789,6
-16281,26853,6
-16161,26916,-2
-16040,26979,-7
-15920,27041,-2
-15798,27103,3
-15677,27164,-1
-15555,27224,1
-15432,27283,-1
-15310,27342,9
-15187,27400,-4
-15064,27457,-7
-14940,27514,4
-14816,27570,-1
-14692,27625,-3
-14567,27680,-5
-14442,27734,-2
-14317,27787,-2
-14191,27839,-5
-14065,27891,0
-13939,27942,3
-13813,27992,-1
-13686,28042,-6
-13559,28091,1
-13431,28139,-2
-13304,28187,-2
-13176,28234,-3
-13047,28280,-1
-12919,28325,0
-12790,28370,-5
-12661,28414,6
-12531,28457,0
-12402,28500,3
-12271,28542,-2
-12141,28583,-5
-12011,28624,3
-11880,28663,0
-11749,28702,7
-11617,28741,0
-11486,28778,-8
-11354,28815,-4
-11222,28851,-10
-11089,28886,-5
-10957,28921,3
-10824,28955,2
-10691,28988,-5
-10558,29021,2
-10424,29052,7
-10290,29083,-2
-10156,29114,-2
-10022,29143,2
-9888,29172,4
-9753,29200,-11
-9618,29228,-5
-9483,29254,4
-9348,29280,3
-9212,29305,1
-9076,29330,2
-8940,29353,1
-8804,29376,0
-8668,29398,4
-8531,29420,-6
-8395,29441,4
-8258,29461,-3
-8121,29480,-3
-7984,29498,-7
-7846,29516,0
-7709,29533,-1
-7571,29549,7
-7433,29565,-3
-7295,29580,0
-7156,29594,-8
-7018,29607,2
-6879,29620,-5
-6741,29631,4
-6602,29643,2
-6463,29653,-8
-6324,29662,-4
-6184,29671,-3
-6045,29679,-6
-5905,29687,2
-5766,29693,7
-5626,29699,6
-5486,29704,0
-5346,29709,-5
-5206,29712,1
-5065,29715,-6
-4925,29717,1
-4784,29719,2
-4644,29719,2
-4503,29719,2
-4362,29718,0
-4222,29717,0
-4081,29714,-9
-3939,29711,0
-3798,29707,-6
-3657,29703,0
-3516,29697,-4
-3374,29691,5
-3233,29684,-2
-3091,29677,2
-2950,29669,-1
-2808,29659,-4
-2666,29650,-1
-2524,29639,-6
-2382,29628,-9
-2241,29616,-1
-2099,29603,-3
-1957,29589,-4
-1815,29575,-1
-1673,29560,-3
-1530,29544,-2
-1388,29528,5
-1246,29511,-1
-1104,29492,1
-962,29474,6
-819,29454,-2
-677,29434,-4
-535,29413,-1
-393,29391,1
-250,29369,1
-108,29346,4
34,29322,-1
176,29297,-2
319,29272,4
461,29246,-9
603,29219,-3
745,29191,-2
888,29163,-3
1030,29134,3
1172,29104,-5
1314,29074,-2
1456,29042,8
1598,29011,-3
1740,28978,-3
1882,28944,-4
2024,28910,0
2166,28875,0
2308,28840,-3
2450,28803,1
2591,28766,-3
2733,28728,-7
2874,28690,-7
3016,28651,1
3157,28611,2
3299,28570,5
3440,28529,1
3581,28487,-3
3723,28444,1
3864,28400,-3
4005,28356,-1
4145,28311,4
4286,28265,3
4427,28219,2
4567,28172,-3
4708,28124,5
4848,28076,-3
4988,28026,-4
5128,27977,-6
5269,27926,-3
5408,27875,-1
5548,27823,3
5688,27770,3
5827,27717,4
5967,27662,2
6106,27608,-2
6245,27552,-7
6384,27496,7
6523,27439,1
6661,27382,-4
6800,27323,5
6938,27264,2
7076,27205,-1
7214,27144,1
7352,27083,-3
7490,27022,1
7627,26959,0
7765,26896,9
7902,26833,-2
8039,26768,0
8176,26703,-3
8312,26637,2
8449,26571,2
8585,26504,-1
8721,26436,-4
8857,26368,2
8993,26299,-3
9128,26229,-6
9263,26159,1
9398,26088,-5
9533,26016,-3
9668,25943,0
9802,25870,3
9936,25797,6
10070,25722,-1
10204,25648,-9
10337,25572,2
10470,25496,1
10603,25419,1
10736,25341,6
10869,25263,-2
11001,25184,-1
11133,25105,0
11265,25025,4
11396,24944,10
11527,24863,-1
11658,24781,4
11789,24699,4
11919,24615,5
12050,24531,-8
12179,24447,-3
12309,24362,6
12438,24276,-1
12567,24190,2
12696,24103,0
12825,24016,-2
12953,23928,4
13081,23839,-2
13208,23750,8
13335,23660,1
13462,23570,1
13589,23478,1
13716,23387,-2
13842,23295,-3
13967,23202,5
14093,23108,-1
14218,23014,-5
14343,22920,1
14467,22825,8
14591,22729,3
14715,22633,2
14838,22536,3
14962,22438,0
15084,22340,2
15207,22242,1
15329,22143,1
15451,22043,0
15572,21943,7
15693,21842,7
15814,21741,3
15934,21639,-3
16054,21536,0
16174,21433,-6
16293,21330,0
16412,21226,-1
16531,21121,2
16649,21016,0
16767,20911,-10
16884,20804,3
17001,20698,-1
17117,20590,6
17234,20483,-1
17350,20375,6
17465,20266,3
17580,20157,-4
17695,20047,-1
17809,19936,10
17923,19826,2
18036,19714,8
18149,19603,5
18262,19490,-3
18374,19378,-2
18486,19264,2
18597,19151,-1
18708,19037,-11
18819,18922,1
18929,18807,-9
19039,18691,3
19148,18575,2
19257,18458,3
19365,18341,-1
19473,18224,-3
19580,18106,5
19687,17987,0
19794,17868,-1
19900,17749,-5
20006,17629,-1
20111,17509,-3
20216,17388,1
20320,17267,2
20424,17146,-3
20528,17024,1
20631,16901,-1
20733,16779,-1
20835,16655,3
20937,16532,4
21038,16408,-3
21138,16283,-1
21239,16158,-4
21338,16033,6
21437,15907,2
21536,15781,2
21634,15655,0
21732,15528,7
21829,15400,0
21926,15273,-5
22022,15145,-2
22118,15016,-3
22213,14887,0
22308,14758,-6
22402,14628,2
22496,14499,6
22589,14368,-3
22682,14237,0
22774,14106,2
22866,13975,3
22957,13843,-3
23047,13711,7
23138,13579,-3
23227,13446,1
23316,13313,1
23405,13179,7
23493,13045,-6
23580,12911,1
23667,12777,-4
23754,12642,9
23840,12507,-9
23925,12372,3
24010,12236,-2
24094,12100,1
24178,11963,0
24261,11827,5
24343,11690,-4
24425,11553,1
24507,11415,-3
24588,11277,-2
24668,11139,1
24748,11001,5
24827,10862,3
24906,10723,-2
24984,10584,1
25062,10444,0
25139,10305,2
25216,10164,-2
25291,10024,-2
25367,9884,-2
25441,9743,1
25516,9602,0
25589,9461,3
25662,9319,-1
25735,9177,-9
25807,9035,-1
25878,8893,-7
25949,8751,9
26019,8608,-4
26088,8465,-2
26157,8322,1
26226,8179,-2
26293,8035,0
26361,7892,1
26427,7748,4
26493,7604,3
26558,7459,-2
26623,7315,0
26687,7170,5
26751,7025,-2
26814,6880,5
26876,6735,-8
26938,6589,1
26999,6444,-7
27060,6298,0
27120,6152,6
27179,6006,1
27238,5860,5
27296,5714,2
27353,5567,-4
27410,5420,-2
27466,5274,5
27522,5127,1
27577,4980,-7
27631,4832,8
27685,4685,-1
27738,4538,-3
27791,4390,2
27842,4243,3
27894,4095,3
27944,3947,0
27994,3799,6
28044,3651,1
28092,3503,2
28140,3354,1
28188,3206,5
28235,3058,-4
28281,2909,-2
28326,2761,0
28371,2612,3
28415,2463,0
28459,2314,-1
28502,2165,-4
28544,2017,5
28586,1868,-6
28627,1719,-1
28668,1570,1
28707,1420,1
28746,1271,4
28785,1122,3
28823,973,6
28860,824,1
28896,674,6
28932,525,-3
28967,376,-1
29002,226,-2
29036,77,-1
29069,-72,-3
29101,-222,-1
29133,-371,1
29165,-520,5
29195,-670,4
29225,-819,-1
29254,-968,1
29283,-1118,5
29311,-1267,3
29338,-1416,0
29365,-1565,0
29391,-1714,-1
29416,-1863,-2
29441,-2013,1
29465,-2161,6
29488,-2310,3
29511,-2459,-3
29533,-2608,5
29554,-2757,5
29575,-2906,-4
29595,-3054,7
29614,-3203,-3
29633,-3352,1
29651,-3500,1
29668,-3648,-3
29685,-3797,1
29701,-3945,-2
29716,-4093,8
29731,-4241,10
29744,-4389,3
29758,-4537,5
29770,-4684,-7
29782,-4832,3
29794,-4979,-7
29804,-5127,-4
29814,-5274,-10
29823,-5421,2
29832,-5568,2
29840,-5714,-4
29847,-5861,-7
29854,-6008,3
29859,-6154,-2
29865,-6300,-1
29869,-6446,6
29873,-6592,0
29876,-6738,-1
29879,-6883,-3
29881,-7029,3
29882,-7174,-5
29882,-7319,1
29882,-7464,-3
29881,-7609,-4
29880,-7753,-2
29877,-7898,-7
29875,-8042,-6
29871,-8186,0
29867,-8329,-3
29862,-8473,4
29856,-8616,3
29850,-8759,3
29843,-8902,-4
29836,-9045,1
29827,-9187,-1
29818,-9330,0
29809,-9472,-2
29798,-9613,1
29787,-9755,1
29776,-9896,3
29764,-10037,-1
29750,-10178,-3
29737,-10318,1
29723,-10459,-5
29708,-10599,2
29692,-10739,2
29676,-10878,-1
29659,-11017,13
29641,-11156,-1
29623,-11295,-2
29604,-11433,0
29584,-11572,0
29564,-11709,-2
29543,-11847,-1
29521,-11984,0
29499,-12121,-6
29475,-12258,-3
29452,-12394,0
29427,-12530,-4
29402,-12666,1
29377,-12801,3
29350,-12937,-8
29323,-13071,-1
29296,-13206,1
29267,-13340,3
29238,-13474,2
29209,-13607,-4
29178,-13741,-4
29148,-13873,-2
29116,-14006,0
29084,-14138,1
29051,-14270,-4
29017,-14401,-2
28983,-14532,3
28948,-14663,7
28912,-14793,-2
28876,-14923,3
28839,-15053,-5
28802,-15182,-1
28764,-15311,-1
28725,-15439,-2
28685,-15568,-4
28645,-15695,1
28605,-15823,5
28563,-15950,0
28521,-16076,4
28478,-16202,2
28435,-16328,0
28391,-16453,-2
28347,-16578,6
28301,-16703,-7
28255,-16827,2
28209,-16950,-2
28162,-17074,5
28114,-17197,-3
28066,-17319,1
28016,-17441,-4
27967,-17562,-2
27916,-17684,2
27865,-17804,0
27814,-17925,-2
27762,-18044,2
27709,-18164,2
27655,-18283,2
27601,-18401,3
27547,-18519,4
27491,-18637,-2
27435,-18754,-9
27379,-18870,3
27321,-18986,-10
27264,-19102,-4
27205,-19217,1
27146,-19332,3
27087,-19446,-2
27026,-19560,-8
26965,-19673,1
26904,-19786,-4
26842,-19898,-9
26779,-20010,-4
26716,-20121,0
26652,-20232,-9
26587,-20342,-2
26522,-20452,-4
26457,-20561,-6
26390,-20670,-5
26323,-20778,2
26256,-20886,-2
26188,-20993,7
26119,-21100,-2
26050,-21206,-6
25980,-21312,-2
25909,-21417,1
25838,-21522,-6
25767,-21626,-1
25695,-21729,-8
25622,-21832,2
25548,-21935,4
25475,-22037,-8
25400,-22138,3
25325,-22239,5
25249,-22339,3
25173,-22439,3
25096,-22538,1
25019,-22636,0
24941,-22734,-3
24862,-22832,-4
24783,-22929,1
24704,-23025,8
24623,-23121,-2
24543,-23216,5
24462,-23310,-4
24380,-23404,-7
24297,-23498,-3
24214,-23591,1
24131,-23683,-5
24047,-23775,-2
23962,-23866,-2
23877,-23956,-3
23791,-24046,-3
23705,-24135,4
23619,-24224,-3
23531,-24312,1
23444,-24400,5
23355,-24487,-7
23266,-24573,0
23177,-24659,-1
23087,-24744,1
22997,-24828,-8
22906,-24912,1
22814,-24995,1
22722,-25078,-7
22630,-25160,-4
22537,-25241,0
22443,-25322,-4
22349,-25402,0
22255,-25481,5
22160,-25560,-2
22064,-25638,-3
21968,-25716,-5
21872,-25793,-6
21775,-25869,-3
21677,-25944,-1
21579,-26019,0
21481,-26094,-1
21382,-26167,0
21282,-26240,-2
21182,-26313,-2
21082,-26384,-1
20981,-26456,-2
20879,-26526,0
20778,-26596,1
20675,-26665,1
20573,-26733,-1
20469,-26801,-3
20366,-26868,-1
20261,-26934,-6
20157,-27000,8
20052,-27065,-5
19946,-27130,3
19840,-27193,-4
19734,-27256,2
19627,-27319,-3
19519,-27381,-7
19412,-27442,-5
19304,-27502,-9
19195,-27562,2
19086,-27620,2
18976,-27679,1
18866,-27736,2
18756,-27793,3
18645,-27849,-2
18534,-27905,-1
18422,-27960,-6
18310,-28014,-3
18198,-28067,-1
18085,-28120,4
17972,-28172,-11
17858,-28223,-4
17744,-28274,-2
17629,-28324,5
17514,-28373,-1
17399,-28422,-3
17283,-28470,-6
17167,-28517,-3
17051,-28563,-3
16934,-28609,-1
16817,-28654,-6
16699,-28698,2
16581,-28742,-5
16463,-28784,-3
16344,-28827,-5
16225,-28868,-1
16105,-28908,11
15985,-28948,2
15865,-28988,-1
15745,-29026,-3
15624,-29064,3
15502,-29101,-1
15381,-29137,-4
15259,-29173,-7
15136,-29208,5
15014,-29242,2
14891,-29276,6
14767,-29308,-2
14644,-29340,5
14520,-29372,-4
14395,-29402,0
14271,-29432,-1
14146,-29461,-3
14020,-29489,5
13895,-29517,7
13769,-29544,-5
13642,-29570,-4
13516,-29595,0
13389,-29620,-1
13262,-29644,-2
13134,-29667,3
13007,-29689,-3
12878,-29711,-1
12750,-29732,-5
12621,-29752,2
12492,-29772,0
12363,-29791,0
12234,-29809,-6
12104,-29826,6
11974,-29842,1
11843,-29858,1
11713,-29873,3
11582,-29888,0
11451,-29901,6
11319,-29914,-3
11188,-29926,-2
11056,-29937,9
10924,-29948,-5
10791,-29958,-2
10659,-29967,-3
10526,-29975,-3
10393,-29983,-5
10259,-29990,3
10125,-29996,2
9992,-30001,3
9858,-30006,-3
9723,-30009,5
9589,-30013,-2
9454,-30015,1
9319,-30017,2
9184,-30017,-5
9049,-30017,-2
8913,-30017,-5
8777,-30016,-5
8641,-30013,-6
8505,-30011,0
8369,-30007,-8
8232,-30003,-3
8095,-29997,-3
7958,-29992,-4
7821,-29985,1
7684,-29978,-5
7546,-29970,-2
7409,-29961,-1
7271,-29951,-2
7133,-29941,-3
6995,-29930,5
6856,-29918,7
6718,-29906,-9
6579,-29892,-6
6441,-29878,4
6302,-29863,-2
6163,-29848,2
6023,-29832,0
5884,-29815,6
5745,-29797,4
5605,-29778,-6
5465,-29759,2
5325,-29739,-3
5185,-29718,-1
5045,-29697,-2
4905,-29675,-1
4765,-29652,3
4624,-29628,-3
4484,-29604,-6
4343,-29579,3
4202,-29553,-6
4061,-29526,1
3920,-29499,1
3779,-29471,0
3638,-29442,5
3497,-29412,-7
3356,-29382,2
3214,-29351,4
3073,-29319,-5
2931,-29287,8
2790,-29254,-1
2648,-29220,-3
2506,-29185,2
2365,-29150,-6
2223,-29113,-1
2081,-29077,9
1939,-29039,-2
1797,-29001,0
1655,-28962,0
1513,-28922,1
1371,-28882,0
1229,-28841,1
1086,-28799,2
944,-28756,-6
802,-28713,-2
660,-28669,-2
517,-28624,4
375,-28579,-10
233,-28532,3
91,-28486,2
-52,-28438,2
-194,-28390,-1
-336,-28341,1
-479,-28291,-8
-621,-28241,3
-763,-28190,4
-905,-28138,2
-1048,-28085,6
-1190,-28032,2
-1332,-27978,6
-1474,-27924,4
-1616,-27868,2
-1759,-27812,7
-1901,-27756,-5
-2043,-27698,-2
-2185,-27640,-1
-2327,-27582,-1
-2469,-27522,1
-2610,-27462,-1
-2752,-27401,0
-2894,-27340,0
-3036,-27278,6
-3177,-27215,0
-3319,-27151,1
-3460,-27087,4
-3602,-27022,1
-3743,-26957,7
-3884,-26891,10
-4025,-26824,-8
-4166,-26756,2
-4307,-26688,-3
-4448,-26619,3
-4589,-26550,3
-4730,-26479,1
-4870,-26409,1
-5011,-26337,5
-5151,-26265,0
-5292,-26192,3
-5432,-26119,-3
-5572,-26045,5
-5712,-25970,6
-5851,-25894,-9
-5991,-25818,-4
-6131,-25742,1
-6270,-25664,10
-6409,-25586,9
-6548,-25508,0
-6687,-25429,1
-6826,-25349,-5
-6965,-25268,0
-7103,-25187,10
-7242,-25105,-1
-7380,-25023,0
-7518,-24940,0
-7656,-24856,-4
-7793,-24772,-7
-7931,-24687,-3
-8068,-24602,-3
-8205,-24516,-2
-8342,-24429,1
-8479,-24342,2
-8616,-24254,-5
-8752,-24165,-3
-8888,-24076,7
-9024,-23987,5
-9160,-23896,-3
-9296,-23805,2
-9431,-23714,0
-9566,-23622,-1
-9701,-23529,-3
-9836,-23436,9
-9971,-23342,-2
-10105,-23248,-3
-10239,-23153,1
-10373,-23057,-3
-10507,-22961,0
-10640,-22865,3
-10774,-22767,0
-10907,-22669,10
-11039,-22571,1
-11172,-22472,2
-11304,-22373,0
-11436,-22273,1
-11568,-22172,2
-11699,-22071,-2
-11830,-21969,-4
-11961,-21867,-4
-12092,-21764,1
-12222,-21661,-8
-12353,-21557,-1
-12482,-21452,0
-12612,-21347,4
-12741,-21242,-3
-12870,-21136,3
-12999,-21029,0
-13128,-20922,-4
-13256,-20815,-3
-13384,-20707,5
-13511,-20598,3
-13638,-20489,-1
-13765,-20379,-3
-13892,-20269,4
-14018,-20159,4
-14144,-20047,2
-14270,-19936,4
-14395,-19824,6
-14521,-19711,-1
-14645,-19598,1
-14770,-19484,-2
-14894,-19370,-7
-15018,-19256,3
-15141,-19141,0
-15264,-19025,4
-15387,-18909,1
-15509,-18793,-6
-15631,-18676,1
-15753,-18558,7
-15874,-18441,-6
-15996,-18322,-5
-16116,-18204,-8
-16237,-18084,-9
-16356,-17965,1
-16476,-17845,-6
-16595,-17724,7
-16714,-17603,0
-16833,-17482,-9
-16951,-17360,5
-17068,-17238,-2
-17186,-17115,5
-17303,-16992,1
-17419,-16868,2
-17535,-16744,-4
-17651,-16620,-3
-17767,-16495,-3
-17882,-16370,7
-17996,-16244,-2
-18110,-16118,3
-18224,-15992,5
-18338,-15865,-4
-18451,-15738,7
